id,traditional,simplified,pinyin,meaning,LEVEL
11174,完蛋,完蛋,wán dàn,(coll.) to be done for,7
11175,完畢,完毕,wánbì,"end, conclude, complete, completion, finish",7
11176,完好,完好,wánhǎo,"intact, in good condition",7
11177,玩耍,玩耍,wánshuǎ,"to play (as children do), to amuse oneself",7
11178,玩意兒,玩意儿,wányìr5,"toy, plaything, thing, act, trick (in a performance, stage show, acrobatics etc), erhua variant of 玩意[wan2 yi4]",7
11179,頑固,顽固,wángù,"stubborn, obstinate",7
11180,挽回,挽回,wǎn huí,"retrieval, recover, retrieve, save, redeem, deliver",7
11181,挽,挽,wǎn,"variant of 挽[wan3], to draw (a cart), to lament the dead",7
11182,挽救,挽救,wǎnjiù,"to save, to remedy, to rescue",7
11183,晚間,晚间,wǎnjiān,"(in the) evening, night, in the evening, evening, (at) night, at night",7
11184,晚期,晚期,wǎnqī,"later period, end stage, terminal",7
11185,萬分,万分,wànfēn,"very much, extremely, one ten thousandth part",7
11186,惋惜,惋惜,wǎnxī,"to regret, to feel that it is a great pity, to feel sorry for sb",7
11187,萬古長青,万古长青,wàngǔ-chángqīng,"remain fresh, last forever, eternal",7
11188,萬能,万能,wànnéng,"omnipotent, all-purpose, universal",7
11189,晚年,晚年,wǎnnián,one's later years,7
11190,萬無一失,万无一失,wànwúyīshī,"surefire, absolutely safe (idiom)",7
11191,萬萬,万万,wànwàn,"absolutely, wholly",7
11192,汪洋,汪洋,wāngyáng,"vast body of water, CL:片[pian4]",7
11193,亡羊補牢,亡羊补牢,wángyáng-bǔláo,"lit. to mend the pen after sheep are lost (idiom), fig. to act belatedly, better late than never, to lock the stable door after the horse has bolted",7
11194,王國,王国,wángguó,"kingdom, realm, domain",7
11195,網點,网点,wǎngdiǎn,"node in a network, branch, website",7
11196,網民,网民,wǎngmín,"web user, netizen",7
11197,往常,往常,wǎngcháng,"habitually (in the past), as one used to do formerly, as it used to be",7
11198,往返,往返,wǎngfǎn,"to go back and forth, to go to and fro, round trip",7
11199,王牌,王牌,wángpái,trump card,7
11200,往事,往事,wǎngshì,"past, the past, past events",7
11201,妄想,妄想,wàngxiǎng,"to attempt vainly, a vain attempt, delusion",7
11202,往日,往日,wǎngrì,in former days,7
11203,忘掉,忘掉,wàng diào,to forget,7
11204,忘不了,忘不了,wàngbùliǎo,cannot forget,7
11205,旺季,旺季,wàngjì,"busy season, peak period, see also 淡季[dan4 ji4]",7
11206,旺盛,旺盛,wàngshèng,"vigorous, prosperous, exuberant",7
11207,望,望,wàng,"gaze into distance, observe",7
11208,旺,旺,wàng,"prosperous, flourishing, (of flowers) blooming, (of fire) roaring",7
11209,危及,危及,wēijí,"to endanger, to jeopardize, a danger (to life, national security etc)",7
11210,望遠鏡,望远镜,wàngyuǎnjìng,telescope,7
11211,危急,危急,wēijí,"critical, desperate (situation)",7
11212,威風,威风,wēifēng,"might, awe-inspiring authority, impressive",7
11213,威懾,威慑,wēishè,"to cower by military force, deterrence",7
11214,威力,威力,wēilì,"world power, superpower, major power, rod, great power, prowess, tooth, might, power",7
11215,威信,威信,wēixìn,"Weixin county in Zhaotong 昭通[Zhao1 tong1], Yunnan, prestige, reputation, trust, credit with the people",7
11216,微不足道,微不足道,wēibùzúdào,"negligible, insignificant",7
11217,微觀,微观,wēiguān,"micro-, sub-atomic",7
11218,微妙,微妙,wēimiào,subtle,7
11219,微型,微型,wēixíng,"miniature, micro-, tiny",7
11220,微弱,微弱,wēiruò,"faint, feeble, weak",7
11221,為人,为人,wéirén,"to conduct oneself, behavior, conduct, personal character, for sb, for others' interest",7
11222,違約,违约,wéi yuē,"to break a promise, to violate an agreement, to default (on a loan or contract)",7
11223,違章,违章,wéi zhāng,"to break the rules, to violate regulations",7
11224,違背,违背,wéibèi,"violate, sin, go_against, infringe, go against, violation, belie, transgress, contravene, disobey, breach, break, run counter to",7
11225,圍牆,围墙,wéiqiáng,enclosing wall,7
11226,唯,唯,wéi,"only, alone, but",7
11227,唯獨,唯独,wéidú,"only, just (i.e. it is only that...), all except, unique",7
11228,偽造,伪造,wěizào,"to forge, to fake, to counterfeit",7
11229,偽裝,伪装,wěizhuāng,"to pretend to be (asleep etc), to disguise oneself as, pretense, disguise, (military) to camouflage, camouflage",7
11230,尾聲,尾声,wěishēng,"coda, epilogue, end",7
11231,尾氣,尾气,wěiqì,"exhaust (i.e. waste gas from engine), emissions",7
11232,緯度,纬度,wěidù,latitude,7
11233,委婉,委婉,wěiwǎn,"tactful, euphemistic, (of voice etc) suave, soft",7
11234,委屈,委屈,wěiqu,"feel wronged, be obstructed (in career), inconvenience (sb.)",7
11235,委員,委员,wěiyuán,"commissar, committee man, committee, committee member, commissioner, committeeman, delegate, board member, commissary",7
11236,委員會,委员会,wěiyuánhuì,"board, soviet, commission, committee, court, citizens committee, mission, delegacy, deputation, delegation, council",7
11237,萎縮,萎缩,wěisuō,"wither, shrivel, shrink, sag, atrophy",7
11238,未,未,wèi,"or not (at end of sentence), have not yet, or not, not",7
11239,衛視,卫视,wèishì,"satellite TV, abbr. of 衛星電視|卫星电视",7
11240,未成年人,未成年人,wèichéngniánrén,minor (i.e. person under 18),7
11241,未經,未经,wèijīng,"not having undergone, without (having gone though a certain process)",7
11242,未免,未免,wèimiǎn,"unavoidably, can't help, really, rather",7
11243,未知數,未知数,wèizhīshù,unknown quantity,7
11244,味精,味精,wèijīng,monosodium glutamate (MSG),7
11245,位子,位子,wèizi,"seat, place",7
11246,畏懼,畏惧,wèijù,"to fear, to dread, foreboding",7
11247,畏縮,畏缩,wèisuō,"to cower, to flinch, to quail, to recoil",7
11248,喂養,喂养,wèiyǎng,"to feed (a child, domestic animal etc), to keep, to raise (an animal)",7
11249,慰勞,慰劳,wèiláo,"to show appreciation (by kind words, small gifts etc), to comfort",7
11250,胃口,胃口,wèikou,"appetite, liking",7
11251,溫度計,温度计,wēndùjì,"thermometer, thermograph",7
11252,溫柔,温柔,wēnróu,gentle and soft,7
11253,溫泉,温泉,wēnquán,"hot_spring, watering_place, thermae, thermal spring, hot spring",7
11254,溫習,温习,wēnxí,to review (a lesson etc),7
11255,溫室,温室,wēnshì,greenhouse,7
11256,溫馨,温馨,wēnxīn,warm and fragrant,7
11257,文,文,wén,"surname Wen, language, culture, writing, formal, literary, gentle, (old) classifier for coins, Kangxi radical 67",7
11258,瘟疫,瘟疫,wēnyì,"epidemic, plague, pestilence, diseased",7
11259,文具,文具,wénjù,"stationery, item of stationery (pen, pencil, eraser, pencil sharpener etc)",7
11260,文科,文科,wénkē,"liberal arts, humanities",7
11261,文憑,文凭,wénpíng,diploma,7
11262,文盲,文盲,wénmáng,illiterate,7
11263,文人,文人,wénrén,"man of letters, scholar, literati, civilian (vs. military)",7
11264,文獻,文献,wénxiàn,"document, bibliography, data related to a country's history, bibliographic, literature, data, data/documents related to a country's history/culture/etc., documents related to a country's culture, documents related to a country's history, culture, etc.",7
11265,文雅,文雅,wényǎ,"elegant, refined",7
11266,聞名,闻名,wénmíng,"known, famous, know sb. by repute, be familiar with sb.'s name, well-known, famed",7
11267,蚊帳,蚊帐,wénzhàng,"mosquito net, CL:頂|顶[ding3]",7
11268,文物,文物,wénwù,"historical relics, cultural objects, artifact, historical relic, cultural relic, cultural/historical objects/relics, cultural, historical objects, relics",7
11269,蚊子,蚊子,wénzi,"culex, mosquito, punkie",7
11270,吻,吻,wěn,"kiss, to kiss, mouth, variant of 吻[wen3]",7
11271,吻合,吻合,wěnhé,"to be a good fit, to be identical with, to adjust oneself to, to fit in",7
11272,紊亂,紊乱,wěnluàn,"disorder, chaos",7
11273,穩固,稳固,wěngù,"stable, steady, firm, to stabilize",7
11274,穩健,稳健,wěnjiàn,"firm, stable and steady",7
11275,穩重,稳重,wěnzhòng,"steady, earnest, staid",7
11276,穩妥,稳妥,wěntuǒ,dependable,7
11277,問卷,问卷,wènjuàn,questionnaire,7
11278,窩,窝,wō,"nest, pit or hollow on the human body, lair, den, place, to harbor or shelter, to hold in check, to bend, classifier for litters and broods",7
11279,問世,问世,wènshì,"to be published, to come out",7
11280,臥,卧,wò,"to lie, to crouch",7
11281,污穢,污秽,wūhuì,"nasty, sordid, filthy",7
11282,巫婆,巫婆,wūpó,"witch, sorceress, female shaman",7
11283,嗚咽,呜咽,wūyè,"to sob, to whimper",7
11284,無比,无比,wúbǐ,"unparalleled, matchless",7
11285,屋頂,屋顶,wūdǐng,"roofing, rigging, rooftree, cap, roof top, house top, rooftop, attic, roof, housetop",7
11286,無不,无不,wúbù,"without exception, invariably",7
11287,無償,无偿,wúcháng,"free, no charge, at no cost",7
11288,無敵,无敌,wúdí,"unequalled, without rival, a paragon",7
11289,無惡不作,无恶不作,wúè-bùzuò,"not to shrink from any crime (idiom), to commit any imaginable misdeed",7
11290,無非,无非,wúfēi,"nothing but, than, simply, only",7
11291,無辜,无辜,wúgū,"innocent, innocence, not guilty (law)",7
11292,無關緊要,无关紧要,wúguān-jǐnyào,"indifferent, insignificant",7
11293,無故,无故,wúgù,without cause or reason,7
11294,無話可說,无话可说,wúhuàkěshuō,to have nothing to say (idiom),7
11295,無家可歸,无家可归,wújiā-kěguī,homeless,7
11296,無濟於事,无济于事,wújì-yúshì,"to no avail, of no use",7
11297,無精打採,无精打采,wújīng-dǎcǎi,"dispirited and downcast (idiom), listless, in low spirits, washed out",7
11298,無可奉告,无可奉告,wúkě-fènggào,(idiom) 'no comment',7
11299,無可厚非,无可厚非,wúkě-hòufēi,see 未可厚非[wei4 ke3 hou4 fei1],7
11300,無理,无理,wúlǐ,"irrational, unreasonable",7
11301,無可奈何,无可奈何,wúkě-nàihé,"have no way out, have no alternative, abbr. to 無奈|无奈[wu2 nai4]",7
11302,無力,无力,wúlì,"powerless, feel weak, lack strength, incapable",7
11303,無論如何,无论如何,wúlùnrúhé,"disregarding, aught, in any event, anyway, in any case, ought, at any rate, no matter what happens, irrespective, no matter, however, leastwise, anyhow, anywise, irregardless, leastways, whatever may come, disregardless, no matter what, regardless, come hell or high water, in_any_case",7
11304,無能為力,无能为力,wúnéngwéilì,"impotent (idiom), powerless, helpless",7
11305,無情,无情,wúqíng,"merciless, harden, heartless, ruthless",7
11306,無情無義,无情无义,wúqíngwúyì,"completely lacking any feeling or sense of justice (idiom), cold and ruthless",7
11307,無窮,无穷,wúqióng,"infinite, endless, inexhaustible",7
11308,無私,无私,wúsī,"selfless, unselfish, disinterested, altruistic",7
11309,無所事事,无所事事,wúsuǒshìshì,"to have nothing to do, to idle one's time away (idiom)",7
11310,無所作為,无所作为,wúsuǒzuòwéi,"attempting nothing and accomplishing nothing (idiom), without any initiative or drive, feckless",7
11311,無條件,无条件,wútiáojiàn,unconditional,7
11312,無微不至,无微不至,wúwēi-bùzhì,"in every possible way (idiom), meticulous",7
11313,無能,无能,wúnéng,"incompetent, incapable",7
11314,無線,无线,wúxiàn,wireless,7
11315,無線電,无线电,wúxiàndiàn,radio,7
11316,無形,无形,wúxíng,invisible,7
11317,無形中,无形中,wúxíngzhōng,"imperceptibly, virtually",7
11318,無須,无须,wúxū,"need not, not obliged to, not necessarily",7
11319,無意,无意,wúyì,"have no intention, not be inclined to, have no intention to",7
11320,無憂無慮,无忧无虑,wúyōu-wúlǜ,carefree and without worries (idiom),7
11321,無緣,无缘,wúyuán,"to have no opportunity, no way (of doing sth), no chance, no connection, not placed (in a competition), (in pop lyrics) no chance of love, no place to be together etc",7
11322,無足輕重,无足轻重,wúzúqīngzhòng,insignificant,7
11323,五花八門,五花八门,wǔhuā-bāmén,"myriad, all kinds of, all sorts of",7
11324,無知,无知,wúzhī,"ignorant, stupid",7
11325,五星級,五星级,wǔxīngjí,five-star (hotel),7
11326,武力,武力,wǔlì,"military unit, armory, armoury, armed force, saber, arsenal, military force, armed strength, armed might, force, bayonet, force of arms",7
11327,武裝,武装,wǔzhuāng,arm,7
11328,捂,捂,wǔ,"to enclose, to cover with the hand (one's eyes, nose or ears), to cover up (an affair), contrary, to contradict",7
11329,侮辱,侮辱,wǔrǔ,"to insult, to humiliate, dishonor",7
11330,舞廳,舞厅,wǔtīng,"dance hall, ballroom, CL:間|间[jian1]",7
11331,務必,务必,wùbì,"by_any_means, always, must, should, be",7
11332,務實,务实,wùshí,"deal with concrete matters relating to work, try to be practical/pragmatic, pragmatic, try to be pragmatic, try to be practical, deal with concrete matters",7
11333,勿,勿,wù,do not,7
11334,物證,物证,wùzhèng,material evidence,7
11335,物流,物流,wùliú,"distribution (business), logistics",7
11336,物體,物体,wùtǐ,"object, body, thrust, substance, matter, physical object",7
11337,誤差,误差,wùchā,"difference, error, inaccuracy",7
11338,誤導,误导,wùdǎo,"to mislead, to misguide, misleading",7
11339,物資,物资,wùzī,"goods, supplies",7
11340,誤區,误区,wùqū,"mistaken ideas, misconceptions, the error of one's ways",7
11341,霧,雾,wù,(soft) rime,7
11342,吸納,吸纳,xīnà,"to take in, to absorb, to admit, to accept",7
11343,吸取,吸取,xīqǔ,"to absorb, to draw (a lesson, insight etc), to assimilate",7
11344,息息相關,息息相关,xīxī-xiāngguān,"be closely linked, be closely bound up",7
11345,昔日,昔日,xīrì,"formerly, in olden days",7
11346,稀,稀,xī,"rare, uncommon, watery, sparse",7
11347,稀罕,稀罕,xīhan,"rare, uncommon, rarity, to value as a rarity, to cherish, Taiwan pr. [xi1 han3]",7
11348,稀少,稀少,xīshǎo,"sparse, rare",7
11349,稀奇,稀奇,xīqí,"rare, strange",7
11350,熙熙攘攘,熙熙攘攘,xīxī-rǎngrǎng,bustling with activity (idiom),7
11351,熄火,熄火,xī huǒ,"(of fire, lamp etc) to go out, to put out (fire), (fig.) to die down, (of a vehicle) to stall",7
11352,錫,锡,xī,"tin (chemistry), to bestow, to confer, to grant, Taiwan pr. [xi2]",7
11353,膝蓋,膝盖,xīgài,knee,7
11354,嬉笑,嬉笑,xīxiào,"to be laughing and playing, to giggle",7
11355,習俗,习俗,xísú,"mores, custom, form, consuetudinary, institute, social custom, Sunna, convention, convenance, consuetude, conventionalism, ways, respectability, usage, manners, consuetudinal, conventionality",7
11356,席,席,xí,m.[general],7
11357,席位,席位,xíwèi,"a seat (in a theater, stadium etc), parliamentary or congressional seat",7
11358,襲擊,袭击,xíjī,"attack (esp. surprise attack), raid, to attack",7
11359,洗滌劑,洗涤剂,xǐdíjì,"cleaning agent, detergent",7
11360,媳婦,媳妇,xífù,"the wife of a relative of the younger generation's, wife of sb. of younger generation, daughter-in-law, son's wife",7
11361,喜出望外,喜出望外,xǐchūwàngwài,"to be pleased beyond one's expectations (idiom), overjoyed at the turn of events",7
11362,洗禮,洗礼,xǐlǐ,baptism (lit. or fig.),7
11363,喜好,喜好,xǐhào,"to like, fond of, to prefer, to love, one's tastes, preference",7
11364,喜怒哀樂,喜怒哀乐,xǐ-nù-āi-lè,"four types of human emotions, namely: happiness 歡喜|欢喜[huan1 xi3], anger 憤怒|愤怒[fen4 nu4], sorrow 悲哀[bei1 ai1] and joy 快樂|快乐[kuai4 le4]",7
11365,喜酒,喜酒,xǐjiǔ,"wedding feast, liquor drunk at a wedding feast",7
11366,喜事,喜事,xǐshì,"happy occasion, wedding",7
11367,喜慶,喜庆,xǐqìng,"jubilation, festive",7
11368,喜洋洋,喜洋洋,xǐyángyáng,radiant with joy,7
11369,喜糖,喜糖,xǐtáng,sweet given on a happy occasion (esp. wedding),7
11370,喜悅,喜悦,xǐyuè,"happy, joyous",7
11371,細微,细微,xìwēi,"tiny, minute, fine, subtle, sensitive (instruments)",7
11372,細心,细心,xìxīn,"careful, attentive",7
11373,蝦,虾,xiā,"see 蝦蟆|虾蟆[ha2 ma5], shrimp, prawn",7
11374,細膩,细腻,xìnì,"fine and smooth, exquisite, minute",7
11375,俠義,侠义,xiáyì,"chivalrous, chivalry, knight-errantry",7
11376,瞎,瞎,xiā,"blind, groundlessly, foolishly, to no purpose",7
11377,峽谷,峡谷,xiágǔ,"canyon, gill, ravine",7
11378,狹隘,狭隘,xiáài,"narrow, tight, narrow minded, lacking in experience",7
11379,狹小,狭小,xiáxiǎo,"narrow and small, narrow",7
11380,狹窄,狭窄,xiázhǎi,"narrow, bottleneck, narrow and limited, cramped",7
11381,下跌,下跌,xiàdiē,"fall, decline, decrease",7
11382,下場,下场,xiàchang,"to leave (the stage, an exam room, the playing field etc), to take part in some activity, to take an examination (in the imperial examination system), the end, to conclude",7
11383,下崗,下岗,xià gǎng,"to come off sentry duty, to lay off (a worker), laid-off",7
11384,下功夫,下功夫,xià gōngfu,see 下工夫[xia4 gong1 fu5],7
11385,下海,下海,xià hǎi,"to go out to sea, to enter the sea (to swim etc), (fig.) to take the plunge (e.g. leave a secure job, or enter prostitution etc)",7
11386,下決心,下决心,xià juéxīn,"to determine, to resolve",7
11387,下令,下令,xià lìng,"give orders, order, give order, call_out, appoint, prescribe, call out, dictate",7
11388,下級,下级,xiàjí,"low ranking, low level, underclass, subordinate",7
11389,下落,下落,xiàluò,"whereabouts, to drop, to fall",7
11390,下棋,下棋,xià qí,to play chess,7
11391,下山,下山,xià shān,"descend mountain, descend hill",7
11392,下手,下手,xià shǒu,"to start, to put one's hand to, to set about, the seat to the right of the main guest",7
11393,下期,下期,xiàqī,next time,7
11394,下屬,下属,xiàshǔ,"subordinate, underling",7
11395,下臺,下台,xià tái,"fall out of power, leave office, step down from the stage/platform",7
11396,下調,下调,xiàdiào,"to demote, to pass down to a lower unit, to adjust downwards, to lower (prices, wages etc)",7
11397,下旬,下旬,xiàxún,last third of the month,7
11398,下鄉,下乡,xià xiāng,to go to the countryside,7
11399,下一代,下一代,xiàyīdài,the next generation,7
11400,下游,下游,xiàyóu,"lower reaches (of river), lower level",7
11401,下意識,下意识,xiàyìshi,subconscious mind,7
11402,下墜,下坠,xiàzhuì,Fall,7
11403,嚇唬,吓唬,xiàhu,"to scare, to frighten",7
11404,嚇人,吓人,xià rén,Scary,7
11405,夏令營,夏令营,xiàlìngyíng,summer camp,7
11406,仙鶴,仙鹤,xiānhè,red-crowned crane (Grus japonensis),7
11407,仙女,仙女,xiānnǚ,fairy,7
11408,先天,先天,xiāntiān,"a priori, congenital, natural, innately, innate, inborn",7
11409,先例,先例,xiānlì,"antecedent, precedent",7
11410,纖維,纤维,xiānwéi,"fiber, staple",7
11411,掀,掀,xiān,"to lift (a lid), to rock, to convulse",7
11412,掀起,掀起,xiānqǐ,"lift, raise, surge, cause to surge, start (movement/etc.)",7
11413,鮮活,鲜活,xiānhuó,"vivid, lively, (of food ingredients) live or fresh",7
11414,鮮美,鲜美,xiānměi,"delicious, tasty",7
11415,鮮血,鲜血,xiānxuè,blood,7
11416,弦,弦,xián,"bow string, string of musical instrument, watchspring, chord (segment of curve), hypotenuse, CL:根[gen1]",7
11417,銜接,衔接,xiánjiē,"to join together, to combine",7
11418,嫌棄,嫌弃,xiánqì,"to avoid sb (out of dislike), to turn one's back on sb, to ignore",7
11419,顯而易見,显而易见,xiǎnéryìjiàn,"clearly and easy to see (idiom), obviously, clearly, it goes without saying",7
11420,嫌疑,嫌疑,xiányí,"cloud, suspicion",7
11421,顯赫,显赫,xiǎnhè,"illustrious, celebrated",7
11422,顯示器,显示器,xiǎnshìqì,"monitor, display, caller ID, indicator",7
11423,顯現,显现,xiǎnxiàn,"demonstrate, come on, show, uncover, show_up, express, come out, manifest oneself, show up, turn up, appear, reveal, reveal oneself, emerge, show_off, appearance, run, evince, surface, kithe, take_on, unveil, break, bring out",7
11424,現成,现成,xiànchéng,"ready-made, readily available",7
11425,顯眼,显眼,xiǎnyǎn,"conspicuous, eye-catching, glamorous",7
11426,現任,现任,xiànrèn,"be incumbent, be currently in office",7
11427,現行,现行,xiànxíng,"operation, in force/operation, currently in operation, in effect, force, currently in effect, in effect/force/operation, active, current",7
11428,限定,限定,xiàndìng,"prescribe limit to, demarcate, specify, qualify, restrict, restriction, set limit to, specialize, prescribe a limit to, prescribe, prescribe/set limit to, set a limit to, restrain, delimitate, define, terminate, ration, determine, limit, delineate, delimit",7
11429,限,限,xiàn,"set a limit, restrict",7
11430,限度,限度,xiàndù,"limitation, limit",7
11431,線條,线条,xiàntiáo,"line (in drawing, bar, etc.), printing, line (in drawing/printing/etc.), contour, lines, striation, stria, line, trace, streak, tracing",7
11432,憲法,宪法,xiànfǎ,"constitution, charter",7
11433,陷,陷,xiàn,"pitfall, trap, to get stuck, to sink, to cave in, to frame (false charge), to capture (a city in battle), to fall (to the enemy), defect",7
11434,限於,限于,xiànyú,"be confined, restrict, be limited to, be confined to, limited to",7
11435,陷阱,陷阱,xiànjǐng,"sweetener, pit, pitfall, hook, lure, trap, cobweb, shoal, trapan, booby_trap, noose, come-on, booby-trap, fall-trap, ambush, net, snare, quicksand, springe, decoy, trepan, mesh, bait, gin",7
11436,餡兒,馅儿,xiànr5,"stuffing, forcemeat, filling, erhua variant of 餡|馅[xian4]",7
11437,羨慕,羡慕,xiànmù,"to envy, to admire",7
11438,獻血,献血,xiàn xiě,to donate blood,7
11439,腺,腺,xiàn,gland,7
11440,鄉親,乡亲,xiāngqīn,"fellow countryman (from the same village), local people, villager, the folks back home",7
11441,鄉下,乡下,xiāngxia,"country, countryside, rural, village, province, country(side), mofussil, back_country",7
11442,相伴,相伴,xiāngbàn,"to accompany sb, to accompany each other",7
11443,相比之下,相比之下,xiāngbǐzhīxià,by comparison,7
11444,相傳,相传,xiāngchuán,"tradition has it that..., according to legend, pass on from one to another, hand down from one to another, hand down or pass on from one to another",7
11445,相差,相差,xiāngchà,differ,7
11446,相當於,相当于,xiāngdāngyú,"muster, be equal to, equivalent, amount",7
11447,相對而言,相对而言,xiāngduì éryán,Relatively speaking,7
11448,相對,相对,xiāngduì,"be opposite, be face to face",7
11449,相輔相成,相辅相成,xiāngfǔ-xiāngchéng,to complement one another (idiom),7
11450,相連,相连,xiānglián,"communicate, be joined, interconnect, be linked together, intercommunicate, interlink, meet, attach",7
11451,相繼,相继,xiāngjì,"about, one_after_another, one after another, in succession",7
11452,相識,相识,xiāngshí,"to get to know each other, acquaintance",7
11453,相提並論,相提并论,xiāngtí-bìnglùn,"to discuss two disparate things together (idiom), to mention on equal terms, to place on a par with, (often with negatives: impossible to mention X in the same breath as Y)",7
11454,相依為命,相依为命,xiāngyī-wéimìng,"mutually dependent for life (idiom), to rely upon one another for survival, interdependent",7
11455,相通,相通,xiāngtōng,"interlinked, connected, communicating, in communication, accommodating",7
11456,相約,相约,xiāngyuē,"to agree (on a meeting place, date etc), to reach agreement, to make an appointment",7
11457,香料,香料,xiāngliào,"spice, flavoring, condiment, perfume",7
11458,香水,香水,xiāngshuǐ,"perfumery, cologne, aroma, perfume, fragrance, scent, rosewood, fragrancy",7
11459,相遇,相遇,xiāngyù,"to meet, to encounter, to come across",7
11460,香味,香味,xiāngwèi,"spicery, incense, redolence, odor, aroma, spiciness, sweetness, fragrance, flavor, bouquet, sapidness, flavour, sapidity, perfume, spice, smell, snuff, scent, fragrancy, balm, nose, zest",7
11461,香煙,香烟,xiāngyān,"cigarette, incense smoke",7
11462,香油,香油,xiāngyóu,"sesame oil, perfumed oil",7
11463,鑲,镶,xiāng,"to inlay, to embed, ridge, border",7
11464,鑲嵌,镶嵌,xiāngqiàn,"to inlay, to embed, to set (e.g. a jewel in a ring), tiling, tesselation",7
11465,享,享,xiǎng,"to enjoy, to benefit, to have the use of, old variant of 享[xiang3]",7
11466,詳盡,详尽,xiángjìn,"thorough and detailed, exhaustive, the tedious details in full",7
11467,享有,享有,xiǎngyǒu,enjoy (right/etc.),7
11468,響亮,响亮,xiǎngliàng,"loud and clear, resounding",7
11469,祥和,祥和,xiánghé,auspicious and peaceful,7
11470,響應,响应,xiǎngyìng,"to respond to, answer, CL:個|个[ge4]",7
11471,響起,响起,xiǎngqǐ,"ring_out, ring out, speak, sound, start to ring",7
11472,想方設法,想方设法,xiǎngfāng-shèfǎ,"to think up every possible method (idiom), to devise ways and means, to try this, that and the other",7
11473,向來,向来,xiànglái,"typically, heretofore, always, all along, forever",7
11474,嚮往,向往,xiàngwǎng,"to yearn for, to look forward to",7
11475,項鏈,项链,xiàngliàn,"necklace, CL:條|条[tiao2]",7
11476,像,像,xiàng,be like,7
11477,向著,向着,xiàngzhe,Toward,7
11478,像樣,像样,xiàngyàng,"presentable, decent, up to par",7
11479,橡皮,橡皮,xiàngpí,"rubber, an eraser, CL:塊|块[kuai4]",7
11480,橡膠,橡胶,xiàngjiāo,"rubber, caoutchouc",7
11481,消,消,xiāo,"to disappear, to vanish, to eliminate, to spend (time), have to, need",7
11482,消沉,消沉,xiāochén,"depressed, bad mood, low spirit",7
11483,削,削,xuē,"to peel with a knife, to pare, to cut (a ball at tennis etc), to pare, to reduce, to remove, Taiwan pr. [xue4]",7
11484,消遣,消遣,xiāoqiǎn,"to while the time away, amusement, pastime, recreation, to make sport of",7
11485,蕭條,萧条,xiāotiáo,"bleak, desolate, (economic) depression or slump",7
11486,銷,销,xiāo,"to melt (metal), to cancel or annul, to sell, to spend, to fasten with a bolt, bolt or pin",7
11487,銷毀,销毁,xiāohuǐ,"to destroy (by melting or burning), to obliterate",7
11488,銷量,销量,xiāoliàng,sales volume,7
11489,瀟灑,潇洒,xiāosǎ,"confident and at ease, free and easy",7
11490,小醜,小丑,xiǎochǒu,clown,7
11491,小販,小贩,xiǎofàn,"peddler, hawker",7
11492,小看,小看,xiǎokàn,"to look down on, to underestimate",7
11493,小康,小康,xiǎokāng,"Xiaokang, a Confucian near-ideal state of society, second only to Datong 大同[Da4 tong2], moderately affluent, well-off, a period of peace and prosperity",7
11494,小路,小路,xiǎolù,"minor road, lane, pathway, trail",7
11495,小品,小品,xiǎopǐn,"short, simple literary or artistic creation, essay, skit",7
11496,小氣,小气,xiǎoqi,"stingy, petty, miserly, narrow-minded",7
11497,小區,小区,xiǎoqū,"neighborhood, district",7
11498,小曲,小曲,xiǎoqǔ,"popular song, folk tune, ballad",7
11499,小人,小人,xiǎorén,"person of low social status (old), I, me (used to refer humbly to oneself), nasty person, vile character",7
11500,小溪,小溪,xiǎoxī,"brook, streamlet",7
11501,小提琴,小提琴,xiǎotíqín,violin,7
11502,小心翼翼,小心翼翼,xiǎoxīn-yìyì,"with great care, cautiously",7
11503,孝敬,孝敬,xiàojìng,"to show filial respect, to give presents (to one's elders or superiors), to support one's aged parents",7
11504,小卒,小卒,xiǎozú,"foot soldier, minor figure, a nobody, (chess) pawn",7
11505,孝順,孝顺,xiàoshun,"filial, show filial obedience",7
11506,效仿,效仿,xiàofǎng,see 仿傚|仿效[fang3 xiao4],7
11507,肖像,肖像,xiàoxiàng,"portrait (painting, photo etc), (in a general sense) representation of a person, likeness",7
11508,效益,效益,xiàoyì,"beneficial result, benefit",7
11509,效應,效应,xiàoyìng,effect,7
11510,協定,协定,xiédìng,"agreement, accord, pact",7
11511,效力,效力,xiàolì,effect,7
11512,協同,协同,xiétóng,"to cooperate, in coordination with, coordinated, collaborate, collaboration, collaborative",7
11513,邪,邪,xié,"demonic, iniquitous, nefarious, evil, unhealthy influences that cause disease (Chinese medicine)",7
11514,協作,协作,xiézuò,"cooperation, coordination",7
11515,邪惡,邪恶,xiéè,"sinister, vicious, wicked, evil",7
11516,挾持,挟持,xiéchí,to seize,7
11517,攜帶,携带,xiédài,"bring, schlep, schlepp, take along, carry",7
11518,攜手,携手,xié shǒu,"hand in hand, to join hands, to collaborate",7
11519,寫照,写照,xiězhào,portrayal,7
11520,泄,泄,xiè,"to leak (of water or gas), to drip, to drain, to discharge, to leak out, to divulge (secrets), to give vent (to anger, spite etc), to disperse, to reduce, variant of 泄[xie4]",7
11521,泄露,泄露,xièlù,"to leak (information), to divulge, also pr. [xie4 lou4]",7
11522,泄密,泄密,xiè mì,to leak secrets,7
